0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.860400021076202393e-01,-7.505636811256408691e-01,4.007138311862945557e-01,-4.785163998603820801e-01,-1.558949500322341919e-01,7.873019576072692871e-01,-4.000461101531982422e-01,1.039024591445922852e-01,4.297173023223876953e-01,-3.573470711708068848e-01
-3.892379999160766602e-01,-6.715877652168273926e-01,4.008093178272247314e-01,-4.704837203025817871e-01,-1.794199794530868530e-01,7.384282350540161133e-01,-4.002121686935424805e-01,5.730625241994857788e-02,3.580888509750366211e-01,-3.631205558776855469e-01
-3.898065686225891113e-01,-5.944640040397644043e-01,3.985739946365356445e-01,-4.600877165794372559e-01,-2.007845938205718994e-01,6.883065104484558105e-01,-3.979039490222930908e-01,1.273548230528831482e-02,2.889220118522644043e-01,-3.664429783821105957e-01
-3.866451382637023926e-01,-4.946523308753967285e-01,3.921183347702026367e-01,-4.426991045475006104e-01,-2.260425984859466553e-01,6.196857690811157227e-01,-3.911372125148773193e-01,-4.360151290893554688e-02,2.005801647901535034e-01,-3.672197461128234863e-01
-2.519091367721557617e-01,-9.505904465913772583e-02,1.864492744207382202e-01,-2.056568115949630737e-01,-1.797838360071182251e-01,1.950329244136810303e-01,-2.845039665699005127e-01,-1.049669757485389709e-01,-1.132912710309028625e-01,-2.226283699274063110e-01
-1.108051612973213196e-01,6.157527118921279907e-02,1.497909277677536011e-01,-1.235427558422088623e-01,-2.008427232503890991e-01,8.009207993745803833e-02,-9.539262950420379639e-02,-2.666327357292175293e-01,-2.148596346378326416e-01,-1.451954245567321777e-01
1.153413951396942139e-01,1.747841835021972656e-01,1.868403702974319458e-01,-8.026932179927825928e-02,-2.686016857624053955e-01,6.442438811063766479e-02,2.444382607936859131e-01,-5.577551722526550293e-01,-2.551165223121643066e-01,-5.853677168488502502e-02
3.778203725814819336e-01,3.782409131526947021e-01,6.664866954088211060e-02,1.014587655663490295e-01,-2.434969395399093628e-01,-1.311740279197692871e-01,5.601198077201843262e-01,-7.467887997627258301e-01,-3.767262101173400879e-01,1.204377636313438416e-01
7.732636332511901855e-01,4.423642456531524658e-01,-2.791596204042434692e-02,2.544443607330322266e-01,-2.803325057029724121e-01,-1.017142236232757568e-01,6.523334980010986328e-01,-8.516841530799865723e-01,-3.880546689033508301e-01,2.941599786281585693e-01
